,text
15,"Wild fish populations are threatened more than ever before. I’m pleased to be an investor in @wildtypefoods, the clear leader in cultivated seafood, which will give us the chance to protect our oceans while creating the cleanest seafood on the planet. https://t.co/DWDkSyUuGl"
16,"From protecting biodiversity on its land, to using 100% renewable electricity, @maisontelmont is determined to radically lower its environmental footprint. Proud to join as an investor in Champagne Telmont. https://t.co/frCFN9pcvQ"
17,https://t.co/bEXIPZBU8p
18,https://t.co/6ywOrCz4eI
19,https://t.co/29B47AUtpI
20,https://t.co/LnWG4TlaHj
21,https://t.co/wv9YMGRSle
22,"RT @rewild: They’ve been lost, some have been found, and today we’re rotating 8 new wild &amp; whimsical #LostSpecies onto our 25 most wanted!…"
23,https://t.co/dC3X9xc5Ru
24,@Jon_F_Hale @WaiteMarilyn @planamikebarry @jabeckx @ChadFrischmann @brittwray @sdclaytonphd @charlesogunbode @lwhitmarsh @Rare_org @ProjectDrawdown @engieimpact and more. (2/2)
25,"Thanks to all the experts who contributed to the #DontLookUp climate platform, including @KHayhoe @MichaelEMann @ClimateHuman @globalecoguy @DrShepherd2013 @jrockstrom @kristiansn89 @lec101 @EricaChenoweth @leahstokes @DoctorVive @maxboykoff @markhertsgaard @climategeorge (1/2)"
26,We must work together to tackle the climate crisis. @CountUsInSocial and #DontLookUp have compiled actionable steps we can take to create a safer planet: https://t.co/elJHhDNTP6 #JustLookUp @DontLookUpFilm
27,https://t.co/LXcv92Rzso
28,"Today, @CorteConstEcu ruled in favor of Indigenous peoples’ right to decide the future of the Amazon. This is a massive victory in the fight against climate change &amp; for the protection of Indigenous peoples’ rights. https://t.co/IaqKeFwmYq https://t.co/IQgzwedXaF"
29,"Oil &amp; gas company ReconAfrica cleared forest in Kapinga Kamwalye Community Conservancy in Namibia without permission from the communal land board. The conservancy's chair talked with @rewild about how it has affected the community. #SaveTheOkavango

https://t.co/2xsQj87MYi"
30,"Wetlands, like mangroves, are disappearing 3x faster than forests. To #ActforWetlands &amp; combat habitat loss, @BNTBahamas is leading efforts to restore mangroves ravaged by Hurricane Dorian in 2019. #WorldWetlandsDay 

(📸: Zaria Dean, Bahamas National Trust) https://t.co/IZKV0HkLvN"
31,https://t.co/l1y6yUaPng
32,https://t.co/SPCvRZTBkn
33,A new protected area in #Cuba shelters Critically Endangered Hawksbill Sea Turtles and migratory bird pathways. This latest conservation success brings Cuba to 28.5% protection of their marine continental shelf. (Photo: Gregory Piper) https://t.co/FIHiXSrqOX
34,Let's call on Ecuador’s courts to uphold the country’s rights of nature next week as a municipal court hears a case to determine the future of a large-scale open-pit copper mining project in the irreplaceable Intag-Toisan #KeyBiodiversityArea. #SalvemosIntag (📷: Gustavo Pazmiño) https://t.co/EutNEV1uD7
35,"Help the Gray Wolves of the Northern Rockies. Since their removal from the Endangered Species List, hunters in Idaho, Montana &amp; Wyoming are hunting the animals to the brink &amp; now the species is in danger again. https://t.co/69lgfhKrOn"
36,https://t.co/pA9nxqLM6W
37,"RT @antonioguterres: All major-emitting developed &amp; developing economies must do much more, much faster to keep the 1.5° global warming goa…"
38,https://t.co/vHKMVI9DaG
39,https://t.co/49Q268xzcb
40,https://t.co/bkFFOnfEDP
41,"Colombia has declared Isla Ají a marine protected area. The locally led movement to protect the area will safeguard 246 km² of the country’s Pacific coast, shelter threatened species, &amp; sustain local communities' traditional livelihoods. @TheWCS @rewild (📷: Darren Lawrence) https://t.co/QSxrLXQkVr"
42,https://t.co/kiCQrRrXz9
43,Agree with @UN Secretary-General @antonioguterres – we need urgent #ClimateAction now. Find out how you can #ActNow: https://t.co/RBUDLIMgFQ https://t.co/LDwsz7X8PE
44,"Congrats to the Government of Bangladesh, local communities &amp; NGOs on a newly established Marine Protected Area around Saint Martin’s Island that will protect an incredible community of biodiversity and provide key habitat for Bangladesh’s only coral reef. 
(📷 : courtesy of WCS) https://t.co/T286nurs7b"
45,"“When it comes to climate change, we are all in the writers’ room right now, deciding how the story unfolds and how it ends.” Together, we can drive forward climate solutions: https://t.co/7Rx6qOmRf0 #DontLookUp https://t.co/yRiNODPEJC"
46,"Create positive change and accelerate progress through #ACTNOW, the @UN campaign for individual action on climate change and sustainability. Learn more at: https://t.co/8EVXRDOSDb #GlobalGoals #UNxExpo"
47,"Congrats to #Ecuador – today, President @LassoGuillermo expanded marine protections around the #Galapagos Islands. The new area protects wildlife in the #MarineCorridor connecting the Galapagos Marine Reserve to Costa Rica’s newly expanded marine reserves. #30x30 (📷: Alex Hearn) https://t.co/3vuJcNRSkm"
48,"RT @TheGlobalGoals: The #WorldsToDoList has landed at Expo 2020 Dubai in time for #GlobalGoals Week from the 15th - 22nd January! 🔥
 
The e…"
49,https://t.co/MRO7LJkel0
50,The @docgovtnz reports that 18 Kakī chicks hatched as part of their conservation breeding program between December 24 and December 28. This is an unusually high number and a boon for the world’s rarest wading bird. (📷 : Liz Brown/DOC) https://t.co/4z9p6UBPoT
51,"Years ago, scientists predicted the damaging effects of climate change that we’re now experiencing. We must listen to scientists and take the necessary steps to mitigate the crisis. #DontLookUp https://t.co/AvaMRiF1T5"
52,https://t.co/flESFx7wYH
53,The negative consequences of climate inaction are evident and will only get worse. Indifference is not an option if we are to save our planet. Get involved: https://t.co/7Rx6qOmRf0 #DontLookUp https://t.co/LSqpM3z1qy
54,https://t.co/lADXeS63y0
55,We must come together to combat the climate crisis. #DontLookUp and @CountUsInSocial have compiled steps you can take to get involved: https://t.co/7Rx6qOmRf0 https://t.co/63rAvBxl0b
56,https://t.co/PWODMxNAds
57,"If we’re going to combat the climate crisis, we must face hard scientific truths and take action. Visit https://t.co/7Rx6qOmRf0 for ways to get involved. #DontLookUp https://t.co/Bnw9pM71Px"
58,https://t.co/SwsJiroI0U
59,https://t.co/JQwMdBOAMo
60,"RT @rewild: The new Search for #LostBirds, a collaboration between Re:wild, @ABCbirds &amp; @BirdLife_News is looking for some of the rarest bi…"
61,"“It’s funny and terrifying because it conveys a certain cold truth that climate scientists and others who understand the full depth of the climate emergency are living every day.” –Peter Kalmus, climate scientist #DontLookUp https://t.co/TXxLFHYVVT"
62,His teaching and writing inspires everyone dedicated to protecting our world. My heart goes out to his family.
63,"The world lost a true hero for the planet when Dr. E.O. Wilson passed away - ""the Darwin of the 20th century"", prolific writer, pioneer of groundbreaking new concepts in biology, and one of the towering intellects of our time."
64,His work helped show us how to protect the environment. My thoughts are with his loved ones.
65,"Dr. Thomas Lovejoy passed away – the “Godfather of Biodiversity”, creator of the debt-for-nature swap concept, mentor and teacher of many, leader in linking biodiversity and climate change, and first to put Amazonia on the conservation map."
66,We need to work together to end the climate crisis. #DontLookUp has partnered with @CountUsInSocial to bring together the steps we can take towards a safer planet. https://t.co/7Rx6qOmRf0 https://t.co/EuJM4puuDU
67,https://t.co/8iL8Nl8j7Z
68,The harmful ramifications of climate change are ongoing and undeniable. It is crucial we take the necessary steps to protect our planet. Visit https://t.co/7Rx6qOmRf0 to get involved. #DontLookUp https://t.co/dkPN9itpQJ
69,https://t.co/X20bDc2Caj
70,"We cannot ignore or be indifferent to the climate crisis. As Scientist &amp; Professor @MichaelEMann points out, climate inaction is at our own peril. #DontLookUp https://t.co/7PCbYeIQKq"
71,"It is critical that we take action to address the climate crisis. @DontLookUpFilm has partnered with @CountUsInSOCIAL to outline ways to get involved.
Learn more: https://t.co/7Rx6qOEsDA
#DontLookUp now on @Netflix https://t.co/80y93UcOJz"
72,https://t.co/KHnfxg0hYO
73,Tomorrow on @Netflix #DontLookUp @dontlookupfilm https://t.co/sPYU0vFIX1
74,"To protect both our communities and our planet, the bulk transportation of liquefied natural gas by rail must be permanently banned. @SecretaryPete https://t.co/DIbRdThDao"
75,https://t.co/Cm49WBfMvS
76,https://t.co/NHXpn3hzgN
77,"As discussed by #DontLookUp’s science consultant Dr. @AmyMainzer, it is imperative we heed scientists’ warnings while we can still impact change. https://t.co/N6GDMYcg9q"
78,"#CostaRica's President @CarlosAlvQ has expanded marine protections around Cocos Island. The area, larger than New York state, protects critical ocean habitat and helps connect the region's growing network of marine reserves. #30x30 📷: EcoDivers Costa Rica https://t.co/Z3mjVTphpJ"
79,https://t.co/wIP2QObmuT
80,Call your senators and tell them to pass the #FreedomToVoteAct now. @LetsUnpac https://t.co/n8MWiDKiQ6
81,"Proud to play a character who, like @algore and many climate scientists and activists, relentlessly fights to communicate the urgency of the issues affecting our planet. #DontLookUp https://t.co/n7gVSYjfeD"
82,#DontLookUp science consultant Dr. @AmyMainzer shares her insights on how we can use science as a powerful toolkit to navigate the climate crisis. https://t.co/nTnDO0jO1z
83,https://t.co/puwvmq27Vs
84,https://t.co/EiUQZIfO23
85,Stand with local communities and sign the open letter. https://t.co/t6rETZCDuh #SaveTheOkavango
86,Two community leaders also say they were offered jobs to stay quiet about the cleared forest.
87,"Today, @NatGeo published a breaking story with new information detailing that an area the size of five football fields was cleared in Kapinga Kamwalye Conservancy in the Okavango River Basin. https://t.co/gyvzsLabpP  #SaveTheOkavango"
88,"The late John Lewis said, “Democracy is not a state, it is an act.” We have to keep fighting to protect the freedom to vote for all. Call Congress at 202-499-6085 and tell them to do whatever it takes to pass the #FreedomToVoteAct https://t.co/xQ9SuFSUIn"
89,"The people have spoken and the message is clear: 'No' to oil and gas drilling in the Okavango River Basin, 'yes' to sustainable, green energy. Sign @rewild's open letter to put an end to drilling in this sensitive &amp; critical ecosystem: https://t.co/t6rETZUeSR #SaveTheOkavango https://t.co/xZHov4Hkxx"
90,https://t.co/0tkbVv1jcl
91,https://t.co/grRTObKwqc
92,https://t.co/bkCVCAacJV
93,"Historic win for the wild in Ecuador: @CorteConstEcu ruled that mining in Los Cedros Biological Reserve violates the rights of nature. This revokes two mining concessions that covered nearly 25,000 acres of the protected forest and sets an important precedence. #justicialoscedros https://t.co/8RKM4wXEFW"
94,"California communities have an opportunity to stop new oil and gas drilling near their homes, schools, hospitals and detention centers. Join me in helping make a proposed rule from @cagovernor become law by taking action with @NRDC:  https://t.co/6ZTgQVqz7y"
95,We’re standing with @SenSchumer and the @SenateDems to fight for voting rights for every American. We can’t let Senate Republicans block the #FreedomToVoteAct and the bill to #RestoreTheVRA. Call Congress today at 202-499-6085.
96,https://t.co/drLQzBSOWz
97,https://t.co/aLJSMAZmfH
98,I’m excited to share that @rewild received a $30m grant from the @BezosEarthFund to support our vital work w/partners in the Tropical Andes &amp; Eastern Tropical Pacific Seascape. Thanks to Jeff Bezos &amp; Lauren Sanchez for your work to address the connected nature and climate crises.
99,https://t.co/RIfVz48yy7
100,Climate migration will likely be the most important story of the next several decades. This investigation shows the illegality and inhumanity of how the EU is handling this matter on the Mediterranean. https://t.co/UKoeejvPRp
101,https://t.co/dBdm6rfqlq
102,"Today is the launch of the TED Talk that Big Oil doesn’t want you to hear. Waorani leader Nemonte Nenquimo’s TED Countdown Talk is a message to the Western world. You can help to share her story.
 
It’s now or never for the rainforest. Take action: https://t.co/gr8daXue38 https://t.co/X3fNx8RFDA"
103,RT @marceelias: We need Congress to pass the Freedom to Vote Act and John Lewis Voting Rights Advancement Act. We need them to do it now. T…
104,https://t.co/XxiDFLuMSj
105,"After setting up a blockade to protect their land, community, and sacred headwaters Wedzin Kwa from Coastal GasLink’s planned fracked gas pipeline, the Wet’suwet’en Nation has faced militarized raids from the RCMP. We must protect the rights of land defenders. https://t.co/AK20TKtCSx"
106,https://t.co/oneaDgLiBf
107,https://t.co/2nArSjLDV2
108,https://t.co/tKuP67GOHl
109,https://t.co/oFOPIvBOrM
110,https://t.co/hFrVITwcG6
111,"“We will not be silent. We will never be silent."" Nadia April, San Indigenous Women program officer for the Women's Leadership Centre, urges fellow Namibians to reject ReconAfrica's operations in the Okavango River Basin. #SaveTheOkavango https://t.co/bahAK2Hw3w"
112,It is time to make #VjosaNationalParkNow. Only national park status can permanently protect the Vjosa and make it Europe's first wild-river national park. Sign the petition: https://t.co/PYtoynZTwj https://t.co/B7ZgoXr25i
113,RT @MarkRuffalo: .@POTUS @JoeBiden &amp; @Interior @SecDebHaaland please stop Wednesday's lease sale of 80 million acres in the Gulf of Mexico…
114,.@DontLookUpFilm is in select theaters December 10 and on @Netflix December 24. @netflixfilm #dontlookup https://t.co/tHgP8hupmM
115,Coming soon. @DontLookUpFilm @netflixfilm https://t.co/ytac21TYG3
116,"Indigenous peoples should decide the future of the Amazon. Sign the letter today to @CorteConstEcu, demanding that Indigenous peoples have the final say over what happens in their ancestral rainforest territories. https://t.co/BjmecpoEh5"
117,"Vaxxinity is on a mission to democratize health by providing cheaper, safer, more convenient, and more effective medicines for chronic disease to all. Congrats to Lou Reese and Mei Mei Hu as @vaxxinity goes public today."
118,UN Secretary-General António Guterres spoke to @UNICEF Youth Advocate Nicki Becker about the urgent need for #ClimateAction at #COP26. Watch their conversation here: https://t.co/YwjWMCu3H7 https://t.co/5KURNJ2gY6
119,"Beyond the Spotlight, executive produced by my production company Appian Way, explores the passions of those who are on a mission to change the world. Watch now on @CuriosityStream. @MrBeast https://t.co/cIaZtGheVp https://t.co/hOyglQn1Tg"
120,"The Okavango River Basin is home to many wildlife, but they are leading a precarious existence as oil and gas drilling could threaten the ecosystem. #SaveTheOkavango 

https://t.co/vFnEJVORR1"
121,https://t.co/FWbj0P6peN
122,https://t.co/BwKXffDjH3
123,"People from all over the world are coming together at #COP26 to discuss one of the most critical issues of our time: climate change. Join in through the Digital Green Zone and live events on @YouTube:  https://t.co/qXgda08o57  

@UNFCCC #ClimateAction"
124,RT @_GlobalAssembly: Youth climate activist @vanessa_vash describing the rapid depletion of the environment in #kampala “the climate crisis…
125,"Over 60 countries have announced support of the Global Methane Pledge, launched yesterday at #COP26, aimed at reducing global methane emissions at least 30% by 2030 @JohnKerry #TogetherForOurPlanet https://t.co/8qMBAMTASe"
126,Thank you @antonioguterres for the important conversation on #ClimateAction at #COP26 as we continue to work #TogetherForOurPlanet https://t.co/Jbf6nzZdJ8
127,"Virginia, your vote matters. If you have questions or need to report any issues at the polls, call 866-OUR-VOTE. https://t.co/gOhOUNyaFg

#ElectionProtection #BeAVoter #EngageVA #VAvotes https://t.co/rf09s9bGnz"
128,"@LassoGuillermo
@CarlosAlvQ
@NitoCortizo
@IvanDuque"
129,"Exciting @COP26 #ocean news today from #Colombia #CostaRica #Ecuador &amp; #Panama, which announced plans to create a biosphere reserve linking up marine protected areas in the 4 countries. A big step toward fully protecting at least 30% of the ocean by 2030. 

(📷: @shawnheinrichs) https://t.co/bFXGxfIP1w"
130,"Join the Right Here, Right Now Global Climate Alliance and global partner @UNHumanRights in calling for the UN Climate Change Conference in Glasgow @COP26 to treat #ClimateChange as the #HumansRight crisis it is. Learn more and get involved: https://t.co/2XgWVrNVFv #RHRN #COP26 https://t.co/K2gZW3KND2"
131,"#COP26 Global Methane Pledge aims to catalyze action &amp; strengthen support for intl. methane emission reduction initiatives. Those joining the Pledge agree to take action towards reducing global methane emissions at least 30% by 2030, which may eliminate over 0.2˚C warming by 2050"
132,Sir David Attenborough’s powerful message to leaders at #COP26 reminds them why they are there. The world is watching. #EyesOnCOP26 https://t.co/sfiX6vnWUE
133,"Congratulations to Ecuadorian President @LassoGuillermo on the creation of a new 23,166-square-mile Marine Protected Area near the Galápagos and the new debt swap to help manage it, announced today at #COP26. (📷: @shawnheinrichs) https://t.co/Uj1vzJN2RE"
134,"I join @antonioguterres in urging leaders at #COP26 to take crucial #ClimateAction, safeguard our future, and save humanity. Now is the time for ambition, solidarity, and action. @UN 

https://t.co/zruhUoJguv https://t.co/PzputmEjVs"
135,"Follow along on Instagram this Monday, November 1, as Namibian activist and biology student Veruschka Dumeni takes over Stories. Veruschka is a passionate leader in the fight to #SaveTheOkavango.

https://t.co/uu62XbysYT https://t.co/k1LAY60SB3"
136,"The climate crisis is here. #COP26 must be a turning point to protect people and the planet.
 
Leaders, the world is watching and urging you to rise to this moment. There’s no time to lose. #ActNow. https://t.co/zruhUorFCX  

@UN @antonioguterres @COP26 https://t.co/U0Q7ijYNOf"
137,"#SaveTheOkavango. As oil and gas drilling continues in the #OkavangoRiverBasin, @TheNamibian investigates the concerns of people on the ground: https://t.co/qLupqMhrn2"
138,"Watch our documentary #BraveMission to learn about the rangers of Virunga National Park, who risk their lives to protect gorillas and the environment. We must support these guardians of nature. https://t.co/IxdQgRgYkM

#SaveGorillas @rewild @BraveWilderness @realmarkvins https://t.co/tUGflXHLRR"
139,"We must move beyond a carbon-based economy to prevent irreversible climate change. Pleased to work with @VoltaCharging, who has delivered 100 million electric miles to EV drivers across the U.S. #VoltaPartner 

https://t.co/J1NioEzC57"
140,"#BraveMission, an exploration of Virunga National Park’s gorillas and the women and men who put their lives on the line to protect them, premieres today. Watch here: https://t.co/IxdQgRgYkM

@bravewilderness @rewild @realmarkvins https://t.co/sJ94gnoORM"
141,"Preventing the next human health crisis caused by zoonotic disease requires not only that we #EndTheTrade of wildlife, but also that we protect and restore our planet’s irreplaceable places. 

https://t.co/sW6LXq3FS1"
142,"Over the last year, a series of six @NatGeo articles have highlighted serious concerns about Canadian-based ReconAfrica’s drilling in the Okavango River Basin. #SaveTheOkavango

https://t.co/rTzkAMz7Wy"
143,https://t.co/VvotsJlKQx
144,https://t.co/KEHnNIKhF5
145,"Help protect 6 million+ acres of threatened wilderness in Africa by employing 1,000 women as wildlife rangers. Our partner, @iapf is raising $1 million to expand its team of women rangers &amp; reach its goal of training 1,000 female rangers by 2025. 

https://t.co/8hPntRBhXm https://t.co/dDkSxmqb9t"
146,"Proud to be an executive producer on #BraveMission, an investigation into how the environmental impact of an illegal coal trade threatens both human and gorilla ways of life.

Join the premiere on Oct 27th at 2PM PT on @YouTube. #UnFckIt https://t.co/gnT7urPbIs"
147,RT @LetAmericaVote: URGENT message from John Legend: your vote is your voice — and it must be protected. Share our new video and then call…
148,"RT @MarkRuffalo: BREAKING: Republican Senators just filibustered voting rights for the third time. 

Join me &amp; @CommonDefense military vete…"
149,RT @rewild: US must get behind the Clean Electricity Performance Program. The clean energy program can help to put the US on a path to cut…
150,"RT @rewild: Convention on Biological Diversity is critical for interconnected climate, biodiversity, and human health crises. US is the onl…"
151,RT @CNNPolitics: The cornerstone climate measure of Democrats' massive spending package will likely be dropped after pushback from Sen. Joe…
152,RT @rewild: Calling #TeamRewild! We need your help. Act now to #SaveTheOkavango—an ecological wonderland relied upon by nearly 1 million pe…
153,https://t.co/8clDNcJkIK
154,"Congrats to ""The Last Ice,"" a @NG_PristineSeas production, for winning a #NewsEmmys. The story of two young Inuits fighting for their ways of life underlines the critical role of Indigenous Peoples in protecting nature. #indigenouspeoplesday 

https://t.co/07vs2azcT2"
155,Make sure to follow these Indigenous orgs for ongoing updates @IENearth @HonorTheEarth @GiniwCollective @NDNcollective @NativeOrganizer @LakotaLaw
156,We must also stand in solidarity and call on our leaders to recognize the sovereignty of Indigenous Peoples to decide what happens in their own territories. #IndigenousPeoplesDay #HonorTheTreaties https://t.co/ATkktLJVlG
157,Indigenous leaders are calling on Biden to move past promises and commit to real climate action. Like ending fracking and shutting down all pipelines.  It’s time to #StopLine3 #BuildBackFossilFree https://t.co/MThJEXSi5i
158,We know that in order to halt the worst of the climate crisis we have to keep fossil fuels in the ground. Indigenous resistance has stopped or delayed greenhouse gas pollution = 25% of U.S. and Canadian emissions. https://t.co/TtUN3P7zEh https://t.co/8XM0wTR1LY
159,Let's stand in solidarity with Indigenous Peoples' climate leadership. We must call on our leaders to recognize the sovereignty of Indigenous Peoples and end fossil fuel expansion once and for all. #StopLine3 #BuildBackFossilFree #PeopleVsFossilFuels #IndigenousPeoplesDay https://t.co/opi3lQEaq9
160,https://t.co/rMfADllRRn
161,https://t.co/89pWxayZDN
162,https://t.co/jd1yxhzIdp
163,https://t.co/wA1bhKIVvW
164,https://t.co/LyZAojF55j
165,https://t.co/DINmfiwGWk
166,https://t.co/itwNr3JHML
167,https://t.co/j3YztLC0PT
168,https://t.co/cTlynAKGhq
169,https://t.co/5HCI41Rqpe
170,https://t.co/uvIOsLew8j
171,https://t.co/2pxhZNH9gk
172,https://t.co/MVh6iyRsgs
173,https://t.co/EsmyilCjjJ
174,"Congrats &amp; thank you to @waldezoficial, @wilsonlimaam and @helderbarbalho for their commitment to protecting and restoring our planet!"
175,"Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are committing to conservation &amp; climate goals for the irreplaceable Amazon rainforest (📷 @chamiltonjames) Tune into @GlblCtzn now on ABC or stream online. https://t.co/Tv4EvXMbek"
176,https://t.co/srDzGGPJPp
177,https://t.co/9W1YuH4jfL
178,"Now, more than ever before, we need to demand that our world leaders invest in nature-based solutions to the interconnected crises of climate, biodiversity loss and human health. @nejm 

https://t.co/K9KdwRlbpr"
179,"Join me and the Global Alliance of Territorial Communities in calling for an end to the violence, the impunity, the illegal evictions, the criminalization and murders of Indigenous peoples protecting their land, livelihoods, culture &amp; our planet. @GuardianesBos @alianzaglobalc https://t.co/17umaydJZ8"
180,"Thrilled to share the $5 billion joint 'Protecting the Planet Challenge' from @rewild, Arcadia, Bezos Earth Fund, Bloomberg Philanthropies, Gordon &amp; Betty Moore Foundation, Nia Tero, Rainforest Trust, Wyss Foundation, &amp; the Rob &amp; Melani Walton Foundation. https://t.co/prkRSwdfZ7 https://t.co/fu8ItvZ70H"
181,"This fall, Congress has a rare opportunity to invest in a clean, just, and equitable future by passing the Build Back Better agenda. This is our moment, and there is no time to waste. Join us and @NRDC_AF by texting CLIMATE NOW to 21333 to demand Congress take action. https://t.co/7Ivx6ElCpG"
182,"Tonight, late night hosts @colbertlateshow, @fullfrontalsamb, @latelateshow, @fallontonight, @jimmykimmellive, @latenightseth, &amp; @thedailyshow are focusing on climate change. Thanks to partners at @emcollective for setting up this important event. Tune in tonight. #ClimateNight https://t.co/DGrorHjE6c"
183,The west is on fire. Parts of Louisiana and New York are underwater. The climate crisis is here. Let’s tell Congress it’s time to act. #CodeRedClimate https://t.co/M4qGxIw9tx https://t.co/9szk4MV4OS
184,Proud to be an investor in sustainability companies @mosa_meat and @AlephFarms. Transforming our food system is one of the most impactful ways to combat the climate crisis. https://t.co/dqeZq1oCDA
185,"A @WBG_Climate report projects that unless action is taken to reduce global emissions and increase efforts to support green, inclusive and resilient development, climate change could push 216 million people to migrate from their homes by 2050. 

https://t.co/ElNtyiuCXj"
186,"227 #EnvironmentDefenders were killed in 2020, according to a report from @Global_Witness--the most dangerous year yet for people defending their homes, land &amp; livelihoods, &amp; ecosystems vital for biodiversity &amp; the climate. We must #DefendTheDefenders.  https://t.co/BiZNWZKmYG https://t.co/Y7Gz4bHOtg"
187,https://t.co/PwlcRLKnoy
188,https://t.co/J5TmOQvrtl
189,https://t.co/75ZfOxngT0
190,https://t.co/BxycifG0S3
191,https://t.co/Ze5U0wUtzo
192,RT @CNN: Join @JakeTapper for a special tribute to the families of 9/11. Shine a Light airs Saturday at 8 p.m. ET on CNN https://t.co/WBsUy…
193,https://t.co/UW6dSg2hF9
194,"Water is life! And without the Amazon, dry conditions will get worse, and drought &amp; fires with it. This video reminds us that Amazonia &amp; other wildlands play a vital role in nature-based solutions to the climate crisis. https://t.co/5EBRBaOYvd"
195,"2 Tasmanian Devil joeys born recently at @aussie_ark  are a symbol of continued hope for the endangered species as part of a critical insurance population. In 8 months, they will be released into a wild protected sanctuary, the largest of its kind for Tasmanian Devils! https://t.co/fZ6rC37HIL"
196,We must act now to #SaveSaola! The @IUCNssc believes that Saola still exists in the wild and is calling for a concerted effort towards the search of the elusive species. @IUCN_ASAP https://t.co/XCx43g3Pdc
197,#DontLookUp in select theaters December 10 and on @Netflix December 24 @netflixfilm @dontlookupfilm https://t.co/45uspy5TUb
198,"Last week the Brazilian Supreme Court took up a case that could change how the boundaries of Indigenous lands are set. 6,000+ Indigenous peoples from 170+ ethnic groups camped in front of the court &amp; symbolically demarcated the plaza outside. #DemarcaçãoJá @ApibOficial https://t.co/u7z7PNr3W0"
199,"Industrial &amp; commercial sectors account for 1/3 of CO2 emissions in the U.S. Congrats to my partners @PrincevilleCap for their investments in #MainspringEnergy &amp; @ParsableHQ, two #ClimateTech companies tackling this through resilient clean energy &amp; efficiency. #PrincevillePartner"
200,"Last week’s @ipcc report was sobering, but we can still change course. By investing in nature-based solutions, we can help address the interconnected crises of climate change, biodiversity loss &amp; pandemics. #EarthOptimism 🎥: @NatureBasedSol https://t.co/Qs1qNFw8co"
201,https://t.co/CAbaUX1xaf
202,https://t.co/nElNFHaw3S
203,https://t.co/jYNjXKYj3O
204,"In another important step towards #rewilding Australia, @rewild has joined @aussie_ark @wild_ark &amp; @austreptilepark to turn 1,500 hectares of an old cattle farm into a brand new invasive-free wildlife sanctuary and host the return of a suite of endangered Australian wildlife. https://t.co/dPeqBHqRl7"
205,"A rewilding effort on Floreana Island in the Galápagos will reintroduce 13 locally extinct species. Floreana Mockingbirds and Floreana Giant tortoises could be the first to return with help from @noextinctions and @parquegalapagos. #RewildGalápagos 
https://t.co/cqAajLGZGZ"
